,work_program_id,description_text
3801,31200,"На языке Go создают высоконагруженные сервисы для ретейла, доставки, финтеха и интернета вещей. С каждым годом сфер применения этого языка становится всё больше, поэтому растёт спрос на Go-разработчиков.
По окончании данного курса студенты будут обладать знаниями и навыками, необходимыми для выполнения задач Go-разработчика."
3802,31201,"Python используется в разных сферах деятельности: от веб-разработки до машинного обучения и научных исследований. Данный курс посвящён созданию бэкенда сайтов и веб-приложений.
Бэкенд — это внутренняя часть программы, которая отвечает за логику работы веб-сервиса. Бэкенд-разработчик на Python пишет код, благодаря которому выполняется основной функционал программы.
Преимущества языка Python:
- входит в топ-5 самых популярных в мире языков программирования
- один из самых простых языков программирования
- на нём можно создавать самые разные приложения: от банковских до игровых"
3804,31202,"Java — один из самых популярных языков программирования. На нём пишут код для бэкенда приложений — внутренней части сервиса, которая отвечает за логику и хранение данных.
На Java создают проекты в Яндексе, Ozon, Сбербанке, Альфа-Банке, Тинькофф и других крупных IT-компаниях на российском и международном рынке.
По окончании данного курса студенты будут обладать знаниями и навыками, необходимыми для выполнения задач Java-разработчика."
3805,31203,"Фронтендеры пишут код на HTML, CSS, JavaScript и TypeScript, а для упрощения работы используют React и другие библиотеки; делают так, чтобы дизайн-макет стал работающим сервисом или сайтом. Результат работы виден сразу.
По окончании данного курса студенты будут обладать знаниями и навыками, необходимыми для выполнения задач Frontend-разработчика."
3807,23016,"Цель изучения дисциплины - формирование знаний и компетенций в области управления инновационными проектами. В рамках дисциплины будут рассмотрены все этапы управления проектами: от разработки концепций до анализа конкретных результатов проекта, а также эффективные техники планирования, методики и инструменты расстановки приоритетов, принципы классического проектного подхода и современные гибкие методологии управления проектами."
3808,23017,"Программа курса состоит из лекционных и практических занятий с применением таких образовательных технологий как дискуссия и деловая игра. В рамках лекционных занятий рассматриваются важные и актуальные вопросы современного законодательства Российской Федерации. Также программа курса включает теоретические вопросы исследования понятий и сущности государства и права, а также теоретические и практические аспекты института брака и семьи, правоспособности и дееспособности, договора в гражданском праве и его отличий от трудового договора, разграничения правонарушения и преступления и ответственности за данные деяния, общей характеристики объектов интеллектуальной собственности и вопросов информационной безопасности"
3809,23012,"В курсе будут рассмотрены основные понятия системного анализа и теории принятия решений на уровне математического программирования и решения задач в условиях неопределенности. Представлены примеры математического моделирования систем и процессов, а также примеры решения практических задач."
3810,23011,"В рамках дисциплины будут изучены основные понятия, методики и процедуры статистического анализа, их взаимосвязи с теорией вероятностей и математической статистикой, что позволит овладеть навыками профессионального использования методик, методов и приемов статистического анализа при решения экономико-управленческих задач разного уровня сложности и применять современный математический инструментарий статистического анализа для решения задач, связанных с обработкой экономической информации."
3811,23020,"Дисциплина направлена на изучение методологии управления финансами предприятия, методов принятия финансовых и инвестиционных решений. 
Полученные знания дают возможность бедующим специалистам самостоятельно разрабатывать программы управления финансами предприятия стратегического и тактического уровней, определять схемы финансирования и контроля финансово-хозяйственной деятельности предприятия."
3812,23022,"Изучение дисциплины направлено на формирование знаний, умений и навыков, позволяющих обучающимся освоить механизмы организации предпринимательской деятельности в условиях цифровизации социально-экономических отношений, выявить место сквозных технологий в построении текущей и стратегической хозяйственной деятельности, произвести бизнес-моделирование инновационного продукта."
3813,6645,В рамках дисциплины рассматриваются основные принципы маркетинга и продакт менеджмента биологических систем.
3815,23035,"Курс «Философия» даёт целостное представление о специфике философии как актуальной формы мышления, о месте и роли философствования в различных средах: повседневной, социальной, коммуникационной, научной. Этот курс для тех, кто хочет узнать, к примеру, о том, что осталось в нашем мышлении неизменным со времен античности, и почему наука, какой мы знаем ее сегодня, не появилась бы без Декарта. Философия для тех, кому важно знать, как избавиться от ошибочных суждений, развить критическое мышление и попробовать себя в роли мастера аргументации в режиме и оффлайн, и онлайн."
3816,23036,"Данная является основной входной точкой в программу ПИРСБД. Целю данной дисциплины дать учащимся общее представление о задачах и проблемах систем обработки больших данных, а также дать введение в изучаемые в программе дисциплины, сформировав таким образом перед учащимися четкий учебный ландшафт, который они будут проходить в течении двух лет. В дисциплине ""Фундаментальные основы систем обработки больших данных"" рассматриваются как общие вопросы требований к системам обработки больших данных и общие принципы проектирования систем работы с БД, так и базовые принципы организации распределенных БД."
3817,14845,"Дисциплина ""Программирование"" включает в себя следующие вопросы: 1. Объектно-ориентированное программирование на примере языка программирования Java. 2. Основные классы и интерфейсы, входящие в стандартную библиотеку. 3. Структуры данных, ввод-вывод, клиент-серверные и многопоточные программы, реализация графического интерфейса. 4. Основы событийно-ориентированного и функционального программирования."
3818,23037,"В данной дисциплине рассматриваются вопросы компактного хранения данных и организации работы с диском для подсистем работы с хранимыми данными в базах данных и системах хранения и обработки больших данных. Много времени уделяется вопросам эффективного сжатия данных, оптимальной работы с диском и структурам данных, работающим с сжатыми данными."
3819,23038,"В курсе рассматривают структуры и алгоритмы индексации данных.  Реализацию приближенного двоичного поиска, инвертирование индексов для полнотекстового поиска"
3820,23039,"Дисциплина строится вокруг исследования подходов, методов и средств проектирования хранилищ данных для больших распределённых систем с акцентом на их надёжность. В контексте дисциплины, надёжность рассматривается в двух плоскостях: сохранности данных, т.е. что данные попавшие в систему не будут потеряны, и безопасности операций с данными, т.е. что в процессе обработки механизмы их передачи будут работать безопасно и оптимально."
3821,23040,"В рамках дисциплины рассматриваются фундаментальные знания необходимое для проектирования, разработки и поддержки распределённых информационных систем различного назначения. Рассматриваются такие основные понятия как CAP-теорема, принцип ACID, консистентность данных, распределенные очереди сообщений, протокол RPC и его вариации (GRPC, Thrift), способы
взаимодействия узлов в кластере, с, гонки и разрешение противоречий."
3822,23041,"Предмет посвящен разбору устройства баз данных, поиск паттернов проектирования, недостатков и достоинств"
3823,14850,"Целью данной дисциплины является освоение методологических основ планирования, проведения и апробации результатов научных исследований и формирование умений и навыков их применения на практике в контексте выбранной темы научно-исследовательской работы."
3824,23042,"Целью курса является подготовка обучающихся к решению сложных практических задач в области параллельной и распределённой обработки больших данных с использованием современных инструментов. Акцент делается не только на том, как применить существующие инструменты, но и на том как они устроены внутри, чтобы в результате прохождения курса выпускники могли выбирать наиболее оптимальные решения для каждого отдельного практического случая."
3825,23044,"ESG-стратегия - это стратегия развития компании, которая предусматривает прозрачность в менеджменте, заботу об экологии и людях, с которыми соприкасается компания. ESG расшифровывается как «Environment, Social, Governance» («окружающая среда, общество, управление»).
Принципам ESG следуют:
- Для привлечения инвестиций. ESG-рейтинги компаний используются банками для оценки нефинансовых кредитных рисков заёмщиков. Наравне с финансовыми показателями предприятия учитываются стандарты управления бизнесом, риски загрязнения окружающей среды и выполнение социальных обязательств перед сотрудниками.
Для реализации PR-стратегии. В современном мире особое внимание для лица компании играет её роль в сохранении окружающей среды. Хорошая ESG-кампания может стать ярким инфоповодом, грубое нарушение этих правил — причиной серьёзного PR-кризиса. 
Для повышения лояльности продвинутых клиентов. ESG-стратегия — одна из составляющих современного маркетинга. Ответственный подход к экологии, например, привлекает покупателей и клиентов, которые считают важной заботу об окружающей среде.
Для развития бренда работодателя. Социальная составляющая ESG напрямую влияет на позиции компании на рынке труда. Всё просто: чем лучшие условия предоставляет работодатель, тем более он интересен соискателям. Именно поэтому крупные ряд компаний строят большие офисы с собственными спортзалами, комфортными спальными местами и бесплатными свежевыжатыми соками для сотрудников.

Международное нормативно-правовое регулирование декарбонизации мировой экономики реализуется перечнем международных соглашений и указов правительств, а также межправительственных постановлений. Данная нормативно-правовая база регламентирует переход к низкоуглеродной экономике стран на ближайшую и среднесрочную перспективу до 2050 года. Существенную роль в наукоемких процессах низкоуглеродной трансформации экономики играют вопросы международного коммерческого арбитража, международного права интеллектуальной собственности, форм защиты интеллектуальных прав."
3826,23045,"В дисциплине «Низкоуглеродная экономика» изучаются экономические процессы и финансовые инструменты применительно к низкоуглеродной трансформации предприятий ТЭК, стоимость реализации и сравнительный анализ этих технологий.  Для привлечения инвестиций предприятиями ТЭК внедряются ESG-стратегии, в свою очередь банками используются ESG-рейтинги компаний для оценки нефинансовых кредитных рисков заёмщиков. Изучаются методики оценки стоимости жизненного цикла продукта, то есть объектов низкоуглеродной экономики. Оценивание стоимости жизненного цикла продукта представляет собой процесс экономического анализа суммарной стоимости приобретения, владения и утилизации продукта. Этот анализ может быть проведен как для жизненного цикла продукта в целом, так и для отдельных его составляющих в различных комбинациях. Основной целью оценивания стоимости жизненного цикла должно быть получение исходных данных для выработки решений, принимаемых на всех или отдельных этапах и стадиях жизненного цикла продукта. Важной задачей, решаемой при построении модели стоимости жизненного цикла, является выявление затрат, способных оказывать наиболее существенное влияние на стоимость жизненного цикла продукта в целом или представляющих особый интерес для решения определенных задач. Не менее важно выявление затрат, очень слабо влияющих на стоимость жизненного цикла. Жизненный цикл продукта в общем случае включает в себя шесть основных стадий: выработку концепции и установление технических требований (техническое предложение); разработку; производство; установку, монтаж и наладку; эксплуатацию, техническое обслуживание и ремонты; списание и утилизацию. Одним из важных этапов жизненного цикла продукта является инвестиционный анализ, который изучается в рамках данной дисциплины. Изучаются Бизнес-модели реализации проектов CCUS."
3828,23048,"Данная дисциплина является завершающей в цикле обязательных дисциплин программы ПИРСБ. Её цель консолидировать знания, полученные по другим дисциплинам, таким как обеспечение согласованности в распределенных системах, надежное хранение данных или механизмы распределенных вычислений, в результате получив целостное представление о системах обработки больших данных. В дисциплине рассматриваются такие вопросы как инженерные роли, такие как инженер и архитектор по системам обработки данных, аналитик или ученый по данным, их участие в различных этапах жизненного цикла разработки систем обработки больших данных. Также в дисциплине ""Архитектура систем обработки больших данных"" рассматриваются такие важные темы как архитектура и паттерны проектирования систем обработки больших данных, сбор требований и анализ предметной области именно в разрезе систем обработки больших данных."
3829,14857,"Целями освоения дисциплины (модуля) ""Теория информации"" являются изучение и освоение
новых теорий и моделей, связанных со случайными сигналами, применяемых в ра-диофизике;
построение математических моделей процедур обработки сигналов; применение современных
алгоритмов для обработки результатов эксперимента, использование новых информационных
технологий, слежение за научной периодикой."
3831,14867,"В курсе рассматриваются основные методы математического моделирования, особенности построения математических моделей различных физических и технологических процессов. По итогам курса должно сформироваться комплексное представления об особенностях моделирования процессов в различных профессиональных областях."
3832,14868,"Главная цель курса – формирование критического мышления и развитие у
студентов прочного интереса к проблемам теории и методики преподавания математики."
3833,23065,"В технологиях декарбонизации одним из ключевых является компрессорное оборудование, которое необходимо для компримирования парниковых газов в технологических установках, закачке газов в хранилища и нефтяные пласты. Дисциплина «Проектирование компрессорного оборудования для технологических процессов декарбонизации» посвящена основам рабочего процесса турбокомпрессоров, компрессоров объемного принципа действия; в результате обучения приобретаются навыки расчета течения в каналах и в элементах проточной части (расчет и анализ параметров двухмерного потока в криволинейных каналах и решетках профилей), измерений параметров потока в проточной части; приобретение представлений о поиске оптимальных газодинамических решений при проектировании проточной части. Изучается проектирование вспомогательного оборудования компрессорных станций, системы защиты компрессоров и компрессорных установок."
3834,23071,"Студенты узнают об основах градостроительного анализа зон с ограниченными условиями использования территории, научатся собирать и анализировать исходную информацию о зонах с ограниченными условиями использования территории и критически оценивать риски проектирования и строительства в этих зонах. Студенты узнают о российских и международных кейсах и практиках проектирования зон с ограниченными условиями использования территории. Студенты научатся исследовать  земельные участки с особыми условиями использования территории с точки зрения комплексного градостроительного анализа, составлять SWOT анализ таких территорий и предлагать сценарии альтернативного использования зон с ограниченными условиями использования территории."
3835,23072,"The discipline introduces master students to the classification of ecosystem services, the main functions that ecosystem services perform in cities. The section ""Management of Urban Green Spaces"" will be devoted to the problems of creating an urban-ecological water-green frame, and the principles of its design, maintenance, and preservation."
3836,14880,"Изучаются основные достижения и современные направления развития оптики. Основное внимание уделено представлениям и законам геометрической и современной волновой оптики. Рассматриваются электромагнитная теория света, энергетика отражения и преломления света, интерференция, дифракция, поляризация света, основные положения современной теории взаимодействия света с веществом, дисперсия света."
3837,23076,This course is an introduction to the epidemiologic methods used in public health research and practice. Students will be familiarized with measures used in describing disease frequency in populations. The main goal of the course is to help students understand how to use epidemiologic inquiry and what limitations it could have. This understanding should provide the foundation for applying epidemiological concepts in other courses in the Public Health Sciences curriculum and in the workplace.
3838,23077,Biostatistics is important for public health specialists as it studies biological phenomena through the use of statistical methodologies. This course introduces students to basic statistical methods and their application to public health. At the end of the course students should have general skills on the application and interpretation of basic statistical tests.
3839,23078,"This course introduces students to the qualitative research methodology in public health sciences and medicine and. The course develops students' skills in qualitative and mixed methods of research design, appraising qualitative research and conducting interpretive analysis."
3840,23079,"This course introduces students to the functioning of health systems and how health policy works. The course will cover the role of public health research for evidence-based policy-making. As a result students should have a general understanding of the major theories and frameworks for health policy and systems analysis. Moreover, students will be familiarized with fundamental management concepts in public health organizations."
3841,23080,"Дисциплина «Городская антропология» направлена на формирование целостного представления о городе как о мире современного человека и о поиске своего места в этом «городском мире». Курс позволит не только получить теоретические знания о городской культуре, но и осмыслить собственное отношение к городу (городам) и свою городскую идентичность. Курс является введением в исследовательскую проблематику городской антропологии и философии городской культуры. Цель курса – продемонстрировать междисциплинарный характер урбанистики, познакомить с основными этапами теоретического осмысления города, способствовать формированию критического мышления и рефлексивной установки по отношению к жизни в городе."
3842,23082,"Концепция устойчивого развития принята международным сообществом 35 лет тому назад. Ее основные принципы приняты и реализуются многими странами мира, в том числе и Россией, представлены в ряде правительственных документов. Цели устойчивого развития ООН приняты в 2015 году и являются руководящими принципами поиска баланса между экологическими, экономическими, социальными и институциональными целями развития стран, регионов и городов. Цели направлены на решение глобальных, региональных и локальных проблем и вызовов, стоящих перед людьми. Дисциплина предлагает системное видение городского развития и баланса экологических, экономических и социальных целей развития. В рамках данной дисциплины студенты на основе системного видения научатся анализировать глобальные проблемы и вызовы, соотносить глобальные проблемы с региональными и локальными проблемами, видеть локальные проблемы городов в рамках глобальных и региональных проблем, овладеют способами соотношения проблем и целей устойчивого развития, получат базовые представления об устойчивом развитии городов, новых мировых трендах совместного достижения целей умного и устойчивого городского развития."
3843,23083,"The conception of sustainable development was adopted by the international community in 1986. Its main principles are accepted and implemented by 193 countries of the world, including Russia, and are presented in several government documents. The UN Sustainable Development Goals were adopted in 2015 and are the guiding principles for finding a balance between the environmental, economic, social, and institutional development goals of countries, regions, and cities. The goals are aimed to solve global, regional, and local problems and challenges facing people. The discipline offers a systemic vision of gloabla environmental problems and urban development in tjhe reflection of the balance of environmental, economic, and social development goals. Within the framework of this discipline, students, based on a systemic vision, will learn to analyze global problems and challenges, correlate global problems with regional and local problems, see local problems of cities within the framework of global and regional problems.They will master ways to correlate problems and sustainable development goals, get a basic understanding of new global trends in the joint achievement of the goals of smart and sustainable urban development."
3844,23085,"Дисциплина ""Городская конфликтология: технологии соучаствующего проектирования"" даст возможность студентам изучить современные подходы к интерпретации городских конфликтов, исследовать городские стрессоры и конфликтогены, научиться составлять и анализировать карту конфликта, познакомиться с практиками посредничества и их применением в партисипаторном подходе к градостроительному развитию."
3845,23087,"Цель изучения дисциплины — подготовка специалистов, способных гибко комбинировать теоретические знания и навыки проектного управления с опорой на междисциплинарный анализ тенденций в таких областях, как социология, история, география, экономика, политология и право, градостроительство, транспортное планирование, архитектура и др. для решения комплексных проблем оптимального городского развития в интересах граждан, организаций и социальных институтов."
3846,23089,"Изучаются основы транспортного моделирования, исходные данные для транспортных моделей, запуск расчетов, анализ результатов транспортного моделирования."
3847,23090,"Стратегии устойчивого развития городов направлены на повышение жизнестойкости и развитие здорового города, повышение приспособленности городов к неблагоприятным воздействиям, связанным и изменением климата, на решение экологических, социальных, экономических и институциональных проблем и достижение позитивных социальных изменений. Ряд международных инициатив по зеленому развитию или устойчивому развитию городов, адаптивному развитию, решению городами глобальных, региональных или локальных проблем направлены на поиск решений, формирование стратегий и являются первоочередными задачами правительств, мэров городов и городских сообществ, помогают повышать социальную ответственность и способствуют социальной интеграции городских сообществ. Российские города встают на этот путь и включают вопросы стратегий устойчивого развития в свои долгосрочные стратегии развития. Все эти проблемы будут рассмотрены в данной дисциплине."
3848,23098,Только для УП 27.03.05_Технологии и инновации. Реализация в 3 семестре
3850,23106,"Содержание дисциплины охватывает круг вопросов, связанных с освоением Программируемых Логических Интегральных Схем (ПЛИС), их особенностей и методики реализации на них цифровых схем и устройств. Результатом освоения курса будут являться: 
- понимание структуры и особенностей типов микросхем программируемой логики; 
- знание и понимание средств и методов проектирования для программируемых логических интегральных схем;
 - умение самостоятельно проектировать и реализовывать цифровые схемы с использованием языков описания аппаратуры VHDL/Verilog;
 - практические навыки способов отладки и временного анализа цифровых схем, а также владение программным обеспечением для проектирования."
3851,23107,"Курс посвящён системам автоматизированного проектирования, находящим широкое применение в области современного приборостроения и электроники. Основное внимание уделено конструированию, моделированию и прототипированию оптоэлектронных приборов с применением программных методов автоматизации. В качестве основного предмета изучения используется программный пакет Autodesk Fusion 360."
3852,23108,"Дисциплина ""CAD системы"" посвящена системам автоматизированного проектирования, которые применяют при конструировании, проектировании и моделировании различных оптических и оптико-электронных приборов и систем."
3854,23110,"В курсе рассматриваются традиционные и современные энергетические технологии, обсуждаются плюсы и минусы различных источников энергии и экологические последствия их использования.
На курсе вы узнаете:
- из каких источников можно получать энергию, и каковы возможности и ограничения каждого из них;
- как работают электростанции и устройства, вырабатывающие энергию из разных источников; 
- какие способы получения энергии эффективнее в разных географических и климатических условиях;
- как рассчитать количество солнечных панелей для вашего дома;
- как экономить энергию и снижать негативное влияние на окружающую среду, и что именно вы можете сделать для обеспечения энергоэффективного будущего."
3855,23111,"Курс ориентирован на описание методов социологических исследований, с помощью которых студенты могут исследовать киберпространство города. К концу курса студенты должны уметь анализировать социальные, экономические, политические процессы в городе; применять исследовательские инструменты для оценки активности граждан в киберпространстве; разработать собственную программу исследования и провести его. Курс сосредоточен на освоении основных социологических концепций, связанных с исследованием киберпространства. Основная задача курса - раскрыть практические аспекты применения методов социологических исследований. Курс направлен на то, чтобы помочь студентам провести собственное исследование, связанное с темой ВКР каждого студента. По окончании курса каждый студент проведет исследование по теме магистерской диссертации."
