work_program_id,description_text,references
24203,"правовое регулирование финансовых операций выступает важной составляющей процесса финансовых отношений, регулирующих финансовую сферу. основная задача курса – ознакомление с содержанием норм финансового права и практикой их применения. целью изучения дисциплины «правовое регулирование финансовых операций» является приобретение студентами знаний и навыков, связанных с вопросами правового регулирования финансовой деятельности, формирование способностей к юридически грамотным решениям и действиям, в условиях функционирования финансовой системы.",Правовое регулирование финансовых операций является важной составляющей процесса финансовых отношений.
24214,"дисциплина направлена на формирование у студентов практических навыков планирования и организации маркетинговой поддержки инноваций, изучения особенностей маркетинга инновационных продуктов. содержит научно-практические результаты новейших исследований в области маркетингового анализа инновационного потенциала организаций, исследования рынка инновационной продукции, анализа существующих и потенциальных потребностей потребителей, возможностей создания ценностей в инновации для потребителя, формирования стратегий маркетинга и программы продвижения инноваций.",Учебная дисциплина направлена на формирование у студентов практических навыков планирования и организации маркетинга инноваций.
16024,"курс включает некоторые темы из дисцилины дискретная математика, не вошедшие в основной курс, такие, как теория рамсея, производящие функции и потоки.","Курс включает некоторые темы из дисцилины дискретная математика, не вошедшие в основной курс, такие как теория рамсея, производящие функции и потоки."
25385,"прохождение данного курса направлено на: 1) ознакомление студентов с современными подходами к спектроскопии наноструктур; 2) изучение основных физических закономерностей и фотофизических свойств наноматериалов. по результатам успешного завершения курса студенты: 1) научатся использовать лабораторное оборудование для регистрации спектров поглощения и люминесценции молекул и наноструктур; 2) изучат основные закономерности механизмов поглощения и люминесценции молекул и нанообъектов, что позволит студентам корректно анализировать экспериментальные данные; 3) ознакомятся с подходами к созданию гибридных наноструктур; 4) приобретут навыки работы в команде, навыки выполнения и постановки задач нир.",Студенты научатся использовать лабораторное оборудование для регистрации спектров поглощения и люминесценции молекул и нанообъектов.
16035,"дисциплина рассматривает теоретические и практические вопросы проектирования и моделирования систем массового обслуживания, применение математических методов при решении задач оптимизации компьютерных сетей, систем связи, технических систем и экономических процессов, в которых возникают задержки в обслуживании или очереди, реализации их моделей с использованием математических пакетов программ. в курсе рассматриваются одноканальные и многоканальные смо как с ограничением, так и без ограничения на длину очереди.",Учебная дисциплина рассматривает теоретические и практические вопросы проектирования и моделирования систем массового обслуживания.
24227,"дисциплина ""проектная деятельность"" направлена на формирование у студентов общепрофессиональных и профессиональных компетенций, через разработку проекта в сфере профессиональной деятельности. студенты научатся формулировать цели и задачи своих проектов, составлять техническое задание проекта, правильно представлять готовый проект заказчикам. обучающиеся на практике отработают основные принципы представления проекта в устной и письменной формах, ознакомятся с основами психологии взаимодействия участников проекта.",Студенты отработают основные принципы представления проекта в устной и письменной формах.
7849,"онлайн-курс “жизнь в науке: путеводитель молодого исследователя” (базовый уровень) — это живой, актуальный и интересный “гид”, который расскажет начинающему исследователю: -как начать заниматься наукой, если ты ещё даже не бакалавр, и как заложить основу для успешной научной карьеры уже сегодня;-как взять лучшее от университета, в котором ты учишься: как правильно выбрать научного руководителя, как написать хорошую вкр или научную статью, и почему стажировки и практики — это не только полезно, но и вполне реально; -как использовать свои ресурсы эффективно, как убедить твои эмоции, силы и время работать на тебя, и почему уметь (и не забывать) отдыхать — не менее важно, чем уметь эффективно работать; -как рассказать о своих научных результатах профессиональному сообществу или широкой аудитории, чтобы тебя услышали и запомнили, а твою работу оценили по достоинству; -какие инструменты, программы и приложения помогут организовать и облегчить работу, учёбу и жизнь.","Как начать заниматься наукой, если ты не бакалавр, и как правильно выбрать научного руководителя."
7850,"какова вероятность, что в будущем вам придется работать удаленно? возможно, вы уже имеете такой опыт? дистанционный формат работы стал новой нормой. умение работать в удаленных командах открывает огромные возможности и позволяет экономить ресурсы. но при этом в дистанционной работе команды много сложностей.
на нашем курсе мы научимся:
1. строить свою самостоятельную работу эффективно, расставлять приоритеты и планировать работу с учетом своих индивидуальных особенностей;
2. грамотно ставить цели и распределять задачи в удаленной команде;
3. вовлекать всех участников команды в работу;
4. преодолевать коммуникативные барьеры при удаленной командной работе.
мы познакомимся с широким спектром современных цифровых инструментов и подберем подходящий для каждой задачи.
курс проходит полностью в онлайн формате. в течение курса вы поработаете в реальной удаленной команде над пробным проектом.",На нашем курсе вы научитесь работать в удаленной команде.
24237,"защита и действия человека в условиях чс - курс, который сможет обезопасить вас и ваших близких
эта дисциплина о том, как подготовить себя и близких к экстренным ситуациям, которые могут случиться с нами в жизни: по пути на учебу или работу, во время отдыха или занятия спортом.
от средств самообороны до устройства беспилотных летательных аппаратов, от персональных действий до группового взаимодействия в чс, от работы с картами до современных навигационных устройств, от стрессоустойчивости до оказания первой помощи.
вы познакомитесь со средствами самообороны, научитесь оказывать первую помощь в экстренной ситуации, справляться со стрессом, управлять беспилотником и работать с картами.","С помощью средств самообороны вы научитесь управлять беспилотными летательными аппаратами, от стрессоустойчивости до оказания первой помощи."
19472,"целью дисциплины является получение теоретических знаний о возможностях
персонального компьютера при постановке химического эксперимента: расчете технологических параметров химического процесса, составлении материальных балансов, исследовании механизма химических реакций и т.п.",Цель дисциплины - получение теоретических знаний о возможностях персонального компьютера при постановке химического эксперимента.
16081,"в рамках дисциплины рассматриваются основные методы и нотации, применяемые при разработке программного обеспечения.","В рамках дисциплины изучаются основные методы и нотации, применяемые при разработке программного обеспечения."
16082,"учебная дисциплина «теория калибровочных полей» ставит своей целью изучение как некоторых общих методов теории поля, так и их приложений в области физики высоких энергий и физики конденсированного состояний. в основе изложения лежит принцип  калибровочной инвариантности. абелевы и неабелевы калибровочные поля широко используются в современной теоретической физике, в частности в теории элементарных взаимодействий, где на их основе строится стандартная модель. курс ставит своей задачей познакомить студентов с принципом построения калибровочных моделей теории поля и с особенностями канонического формализма в теории калибровочных полей. в нем детально рассматривается электрослабый сектор стандартной модели, кратко затрагивается описание сильных взаимодействий и вопрос об описании нейтрино. также рассматривается применение методов физики высоких энергий в физике конденсированного состояний.",Абелев и неабелевы калибровочные поля используются в физике высоких энергий и физики конденсированного состояния.
24276,"этот курс посвящён проблеме «цифрового» — как масштабного явления, конкретной оппозиции аналоговому, среде для действия и инструменту для работы. в рамках курса идёт работа с разными инструментами и полями проявления цифровых объектов, практик и процессов. студенты учатся одновременно осваивать инструменты работы и изучать те изменения, которые приходят вместе с «цифровым».

курс начинается с короткого воркшопа, который позволяет понять, какое значение придаётся цифровизации в существующих контекстах: культурных институциях, образовании, бытовых и политических практиках. затем студенты фиксируют свои наблюдения и читают пару разноречивых текстов на эту тему. к этой работе они вернутся в самом конце курса. первый базовый блок посвящён устройству цифрового объекта в культурных институциях. студенты учатся разбираться в том, как устроена экспозиция, в чём разница между разными способами цифрового и нецифрового представления объектов и взаимодействия с ними, создают свои объекты или практики/события.

во втором семестре студенты осваивают базовые и в первую очередь количественные (отдельный курс по качественным идёт в середине семестра) методы, связанные с цифровыми инструментами и интерфейсами. они учатся читать статистические материалы, разбираться с тем, как устроены опросные методы, что представляет собой наблюдение с помощью цифровых инструментов (с большей и меньшей дистанции). после этого студенты работают с конкретными применениями цифровых инструментов в культурных институциях, социальных организациях, городских контекстах. на материалах практических заданий они разрабатывают элементы архивов, баз данных, таксономий и коллекций. это происходит в тесной связи с проектным и исследовательским семинаром, параллельно на семинарах обсуждаются работы о трансформации чтения, хранения, истории таксономий.

в третьем семестре студенты работают с играми, в первую очередь в смешанной и виртуальной реальности, историей цифровых игр. они уже знают к тому времени про людологию и базовые подходы к производству игры (из курса 2 модуля), но сейчас осваивают цифровые подходы к тому, как работать с игрой как медиумом и совмещать её с нецифровыми объектами и практиками. кроме того, в этом курсе есть возможность критически отнестись к нарративному подходу, понять подробнее тему телесности в философии игр. последний блок курса позволяет осмыслить и попробовать применять разные инструменты по работе с машинами (ии) и понимать их социально-политический и организационный контекст.",В третьем семестре студенты изучают разные методы работы с цифровыми объектами и практиками.
24277,"курс знакомит участников с особенностями и основными этапами проектной работы, позволяя освоить полученные знания, анализируя чужие проекты и создавая свой небольшой проект в рамках курса. в рамках курса участники получат знания не только о непосредственно проектной деятельности, но и о способах её проблематизации, презентации и критического осмысления, научатся рассматривать проект в структуре различных культурных взаимосвязей.",Курс знакомит участников с основными этапами проектной работы.
24279,"этот курс позволяет понять, что такое культурная институция, как она возникла и существует в мире, европе и россии. студенты узнают о том, что институция возникла не сама по себе, что их раньше не было. в прикладной части курса студенты научатся изучать институции как явления истории и культуры, понимать роль посетителя, коллекции, администрации.","Студенты узнают, что такое культурная институция, как она возникла и существует в мире."
24283,"этот курс позволяет разобраться в основных подходах к исследованию пользовательского опыта. он начинается с изучения понятия пользователя и аудитории проекта, сообществ и отдельных индивидов. студенты знакомятся с методологическими подходами и разнообразием концептуальных языков, которые используются в прикладных проектах и академических институциях для исследования тех, кто взаимодействует с цифровыми проектами. на материалах существующих исследований студенты разрабатывают критерии оценки механик взаимодействия и цифровые интерфейсы.",Студенты знакомятся с основными подходами к изучению пользовательского опыта. Они изучают механики взаимодействия и цифровые интерфейсы.
24285,"в ходе курса студенты получат представление о том, как возможно изучать организацию при помощи теоретического и методологического инструментария социальных наук. курс организован вокруг нескольких дихотомий и концептов, ключевых для этой области исследований: организационная культура, «внутреннее-внешнее», консенсус-диссенсус, правила-практики, пользователь/аудитория. практическая часть будет посвящена обнаружению этих дихотомий и концептов в жизни действующих учреждений образования и культуры санкт-петербурга.",В ходе курса студенты будут изучать организационные культуры и культуру санкт-петербурга.
24289,"в результате освоения дисциплины студент получит знания методов планирования вычислительного эксперимента, формирование обучающих и тестовых выборок, умения использовать инструменты и библиотеки для подготовки и разметки данных, а также навыки создания данных для валидации систем искусственного интеллекта.","Студент получит знания методов планирования вычислительного эксперимента, а также навыки создания данных для валидации систем искусственного интеллекта."
24290,"глубокое обучение - популярная область, в которой используются нейронные сети сложной архитектуры. такие системы дают лучшие результаты в таких областях как обработка изображений и видео, звука и текста. в курсе будут рассмотрены основные типы архитектур, принципы работы и обучения глубоких нейронных сетей. помимо этого студенты получат практические навыки по вышеупомянутым областям применения.","В курсе будут рассмотрены основные типы архитектур, принципы работы и обучения нейронных сетей."
24293,"большая часть программ, за которые люди готовы платить деньги, весьма сложна. их уже не получается создавать ""как придётся"", в ходе их создания требуется принимать множество решений, многие из которых могут вступать в противоречия друг с другом, сильно затягивая и усложняя процесс разработки. данный курс посвящён проектированию и архитектуре программного обеспечения. что такое вообще архитектура и как она себя проявляет на разных этапах жизненного цикла по? какие есть подходы к моделированию различных аспектов программного обеспечения? что такое архитектурный шаблон и стиль, какие они бывают и для чего могут быть полезны на практике? в курсе также разбираются примеры архитектуры существующих открытых проектов.","Проектирование и архитектура программного обеспечения - это сложный процесс, который требует много решений."
24294,"машинное обучение - подход к решению задачи, в котором вместо прямого задания аналитического или вычислительного метода, мы задаем общий вид решения и алгоритм подбора точного вида. в курсе будут рассмотрены основные типы алгоритмов, принципы их работы и обучения. помимо этого студенты получат практические навыки по вышеупомянутым областям применения.","В курсе будут рассмотрены основные типы алгоритмов, принципы их работы и обучения."
25388,"курс рассматривает вопросы, связанные с: 1) основными физическими и химическими методами создания наноструктурированных материалов; 2) физическими и физико-химическими свойствами наноматериалов; 3) физическими свойствами гибридных структур на основе полупроводниковых, металлических и углеродных наночастиц и их применением в сенсорах, фотокатализе, тераностике, лазерах, светодиодах и элементах защитной маркировке. после успешного завершения данного курса студенты смогут: 1) применять знания о методах изготовления и физических свойствах наноструктурированных материалов для проектирования фотонных и оптических информационных устройств; 2) планировать и проводить комплексные исследования с использованием закономерностей переноса энергии и заряда в гибридных структурах на основе коллоидных наночастиц; 3) корректно оценивать производительность фотонных и оптических информационных устройств на основе наноматериалов с использованием известных физических моделей и методов анализа; 4) решать задачи по созданию фотонных и оптических информационных устройств на основе наноматериалов; 5) эффективно взаимодействовать и сотрудничать в группах для объяснения принципов работы и разработки устройств фотонных и оптических информационных устройств на основе наноматериалов; 6) координировать и выполнять проекты ниокр по разработке высокотехнологичных фотонных и оптических информационных устройств с применением эффективного управления временем, командной работы и этического принятия решений.",Студенты смогут использовать знания о наноструктурированных материалах для создания фотонных и оптических информационных устройств.
24296,"в процессе изучения дисциплины студенты знакомятся с классами задач вычислительной математики и  их постановкой, способами построения численных методов, источниками ошибок, сходимостью и устойчивостью алгоритмов численного решения задач математического анализа и линейной алгебры.",Студенты знакомятся с классами вычислительной математики и линейной алгебры.
24297,"в процессе изучения дисциплины студенты знакомятся с основами тестирования программного обеспечения, методами и практиками тестирования; осваивают подходы к тестированию различных задач в программном обеспечении; реализуют системы тестирования программного обеспечения и учатся подготовке данных и сценариев для тестирования.",Студенты изучают основы тестирования программного обеспечения и готовят сценарии для тестирования.
24299,в процессе изучения дисциплины студенты получают представление об области обучения с подкреплением и основных применяемых алгоритмах и учатся реализовывать алгоритмы обучения с подкреплением.,Студенты получают представление об основных применяемых алгоритмах обучения с подкреплением.
24300,"в дисциплине будут рассмотрены вопросы, связанные с классификацией изображений, обработкой изображений и анализом изображений","В дисциплине будут рассмотрены вопросы, связанные с классификацией изображений, обработкой изображений и анализом изображений."
24301,"в процессе изучения дисциплины студенты знакомятся с ключевыми параметрами компьютерных сетей, основными техническими и эксплуатационного параметра сетевого оборудования; учатся анализировать архитектуру и функционирование компьютерных сетей и их компонентов, владеть инструментальными средствами автоматизированного анализа и диагностики компьютерных сетей, настраивать и конфигурировать программное и аппаратное обеспечение сетевого оборудования.","Студенты знакомятся с основными параметрами компьютерных сетей, программным и аппаратным обеспечением сетевого оборудования."
24298,"содержательно курс будет продолжать темы курсов прошлых семестров: «наука и дисциплины» и исследовательского семинара. на лекциях мы будем углубляться в тему того, что значит быть исследователем и проводить исследования в современных контекстах. в течение курса в качестве практического занятия студент_ки выберут одну организацию, которая дает гранты на исследования, и напишут тренировочную заявку на грант.","На лекциях студенты будут углубляться в тему науки и дисциплины, и напишут тренировочную заявку на грант."
24303,"в процессе изучения дисциплины студенты знакомятся с теоретическими основами алгоритмов анализа и генерации речи, учатся применять алгоритм анализа или генерации речи поставленной задачей анализа данных, реализовывать программы и применять современные методы и библиотеки в области анализа и генерации речи.",Студенты знакомятся с теоретическими основами алгоритмов анализа и генерации речи.
24305,"курс предлагает познакомиться с историей техники в контексте развития культуры, посмотреть на значимые технические объекты и медиа в историческом и проблематическом ключе. оптические, информационные, коммуникационные технологии имеет долгую историю, изучение которой поможет лучше ориентироваться в современной реальности. слушателям будет предложен широкий теоретический инструментарий для анализа технических объектов: от классических подходов в философии техники до акторно-сетевой теории и медиаархеологии.",Курс предлагает изучить технические объекты и медиа в историческом и проблемном ключе.
24306,в процессе изучения дисциплины студенты знакомятся с моделями представления и обработки данных и учатся работать с различными вариантами хранения и подходами обработки больших массивов данных.,Студенты знакомятся с моделями представления данных и учатся работать с различными вариантами обработки больших массивов данных.
24307,"в процессе изучения дисциплины студенты знакомятся с различными семантиками и их стилями, учатся определять стили и типы семантики.","Студенты знакомятся с разными семантиками, учатся определять стили и типы семантики."
24323,"содержание дисциплины охватывает круг вопросов, связанных с измерением количества информации, сжатием информации  (текста, изображений, видео и т.д.) без потерь и с потерями, а также надежной передачи информации по каналам связи.","Содержание дисциплины охватывает вопросы, связанные с измерением количества информации, сжатием информации и передачей информации по каналам связи."
24317,"курс предназначен для того, чтобы проблематизировать процессы передачи знания в образовательных проектах. студентки смогут обратиться к методам критической педагогики, распознавая себя как участников образовательного процесса. курс начинается с того, чтобы объяснить и обосновать свою роль как тех, кто получает образование. затем рассматриваются разные приёмы работы с критической педагогикой как альтернативным способом познания, который может формироваться в исследованиях, искусстве и науке как альтернатива датафицированному знанию. на примерах аналогичных проектов участники разрабатывают образовательные материалы, которые предполагают агентность за теми, кто учится. особенное внимание уделяется масштабированию и этическим проблемам, возникающим в ходе обучения.","Курс предназначен для того, чтобы объяснить и обосновать свою роль в образовательном процессе."
24325,"дисциплина направлена на студентов, обладающих базовыми знаниями в областях биоинформатики и навыками работы в командной строке. курс знакомит слушателей со спецификой биоинформатических данных и способах их получения, учит проходить путь от постановки биологической гипотезы до ее проверки биоинформатическими методами. в результате прослушивания этого курса студенты научатся интерпретировать биоинформатические данные и сочетать разные типы данных для решения биологических задач.",Студенты научаются интерпретировать биоинформатические данные и использовать разные типы данных для решения биологических задач.
24327,"дисциплина формирует у студентов глубокие теоретические знания в области геномики, ознакамливает с актуальными вопросами, инновациями и направлениями исследований.","Учебная дисциплина формирует у студентов глубокие теоретические знания в области геномики, ознакамливает с актуальными вопросами и направлениями исследований."
24335,"знакомство студентов с основными техническими характеристиками современных волоконных световодов, а также направлениями и способами их применения в области телекоммуникаций и волоконно-оптических измерительных устройств.","Студенты знакомятся с основными техническими характеристиками волоконных световодов, а также направлениями их применения в области телекоммуникаций и волоконно-оптических измерительных устройств."
16147,"в рамках дисциплины ""электроника"" студент приобретает теоретические знания по основным электронным компонентам, навыки читать электрические принципиальные схемы электронных устройств, выполнять расчет и подбор элементов типовых электронных компонентов, моделировать и разрабатывать электрические схемы.","Студент получает теоретические знания по основным электронным компонентам, разрабатывает электрические схемы электронных устройств."
24338,"дисциплина ""оптические методы измерений"" изучает применение оптических измерительных приборов для формирования компетенций, связанных с использованием теоретических, практических и метрологических основ методов оптических измерений. рассмотрена взаимосвязь выбора метода измерения, применения вида измерения и параметров подобранного узла, влияющих на точность и погрешности полученного результата с помощью измерительного прибора. уделено внимание методам для исследования качества оптических систем, а также схемам контроля. лабораторный практикум дает возможность получения навыков работы с реальными оптическими приборами, их настройки, оценки полученных результатов и применения знаний методов для решения задач.",В лабораторном практикуме изучается применение оптических измерительных приборов и их настройки.
